id,korean,romanization,english,partOfSpeech,topikLevel,category,labels,lessons,sources,primarySource,sourceGroup,sourceType
kv0873,교과서,gyo-goa-seo,textbook,noun,2,school-study,school-study,,topik-core,topik-core,topik-extra,topik
kv0874,돼지,doae-ji,pig,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0875,잊어버리다,ij-eo-beo-ri-da,to forget,verb,2,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv0876,식탁,sik-tak,dining table,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0877,안되다,an-doi-da,to not work / must not,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0878,날짜,nal-jja,date,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0879,샌드위치,saen-deu-ui-chi,sandwich,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0880,그쪽,geu-jjok,those people,pronoun,2,questions-pronouns,questions-pronouns,,topik-core,topik-core,topik-extra,topik
kv0881,검은색,geom-eun-saek,black,noun,2,general-core,general-core,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0882,여보세요,yeo-bo-se-yo,telephone HELLO,interjection,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0883,서쪽,seo-jjok,the west,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0884,경찰서,gyeong-chal-seo,a police station,noun,2,people-occupations,people-occupations|places-buildings,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0885,여학생,yeo-hak-saeng,female student,noun,2,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv0886,결혼식,gyeol-hon-sik,wedding,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0887,목욕,mok-yok,a bath,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0888,전화번호,jeon-hoa-beon-ho,telephone number,noun,2,communication-media,communication-media,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0889,감사하다,gam-sa-ha-da,to be to thank,adjective,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0890,지갑,ji-gap,"a purse, wallet",noun,2,general-core,general-core,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0891,친절하다,chin-jeol-ha-da,"to be kind, to be nice",adjective,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0892,저거,jeo-geo,that thing over there,pronoun,2,clothing-appearance,clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0893,걸어오다,geol-eo-o-da,to come on foot or walk,verb,2,body-health,body-health|travel-movement,,topik-core,topik-core,topik-extra,topik
kv0894,소파,so-pa,sofa,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0895,스무,seu-mu,20,determiner,2,questions-pronouns,questions-pronouns,,test-level-1-2-practice|topik-core,test-level-1-2-practice,topik-test,topik
kv0896,인사하다,in-sa-ha-da,"to greet, say hello",verb,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0897,여권,yeo-gueon,a passport,noun,2,hobbies-sports,hobbies-sports,bab20,bab20|test-level-2-mock|topik-core,bab20,bab,workbook+topik
kv0898,열쇠,yeol-soi,lock,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0899,번호,beon-ho,a number,noun,2,general-core,general-core,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0900,과자,goa-ja,a snack or pastries or candy,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0901,대학교,dae-hak-gyo,university,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0902,돼지고기,doae-ji-go-gi,"pig meat, pork",noun,2,food-drink,food-drink,,topik-core,topik-core,topik-extra,topik
kv0903,수건,su-geon,handkerchief,noun,2,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0904,양복,yang-bok,western European style clothing,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0905,잠자다,jam-ja-da,to fall asleep,verb,2,weather-seasons,weather-seasons,,topik-core,topik-core,topik-extra,topik
kv0906,젓가락,jeos-ga-rak,a pair of chopsticks,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0907,주소,ju-so,an address,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0908,파티,pa-ti,party,noun,2,events-celebrations,events-celebrations,bab20,bab20|test-reading-skills-set|topik-core,bab20,bab,workbook+topik
kv0909,달다,dal-da,to be sweet,adjective,2,descriptions-qualities,descriptions-qualities,,test-level-2-mock|topik-core,test-level-2-mock,topik-test,topik
kv0910,메뉴,me-nyu,menu,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0911,자장면,ja-jang-myeon,black chinese noodles,noun,2,food-drink,food-drink,,topik-core,topik-core,topik-extra,topik
kv0912,중학생,jung-hak-saeng,middle school student,noun,2,people-occupations,people-occupations|school-study,,topik-core,topik-core,topik-extra,topik
kv0913,휴일,hyu-il,"a day off of work, a holiday",noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0914,달력,dal-ryeok,a calendar,noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0915,소풍,so-pung,picnic,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0916,춤추다,chum-chu-da,to dance,verb,2,hobbies-sports,hobbies-sports,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0917,양말,yang-mal,a sock,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0918,초대하다,cho-dae-ha-da,to invide,verb,2,verbs-actions,verbs-actions,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0919,연습하다,yeon-seup-ha-da,"to practice, exercise",verb,2,hobbies-sports,hobbies-sports,,test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,test-level-2-practice,topik-test,topik
kv0920,경치,gyeong-chi,a scene or scenery,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0921,발음,bal-eum,pronunciation,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0922,남학생,nam-hak-saeng,male student,noun,2,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv0923,식사하다,sik-sa-ha-da,to eat a meal,verb,2,food-drink,food-drink|daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv0924,대사관,dae-sa-goan,embassy,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0925,배고프다,bae-go-peu-da,to be hungry,adjective,2,food-drink,food-drink|descriptions-qualities,,test-level-1-2-practice|topik-core,test-level-1-2-practice,topik-test,topik
kv0926,오래간만,o-rae-gan-man,after a long time,noun,2,time-calendar,time-calendar|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0927,점심시간,jeom-sim-si-gan,lunchtime,noun,2,time-calendar,time-calendar,,test-level-2-practice|topik-core,test-level-2-practice,topik-test,topik
kv0928,휴지,hyu-ji,toilet paper,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0929,넷째,nes-jjae,fourth,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0930,감사,gam-sa,thanks,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0931,슈퍼마켓,syu-peo-ma-kes,supermarket,noun,2,places-buildings,places-buildings,,topik-core,topik-core,topik-extra,topik
kv0932,비누,bi-nu,soap,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0933,세수,se-su,hand-washing,noun,2,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0934,찌개,jji-gae,a pot stew,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0935,넥타이,nek-ta-i,necktie,noun,2,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0936,잡수시다,jap-su-si-da,"to eat, drink",verb,2,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv0937,한국말,han-guk-mal,korean,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0938,계란,gye-ran,an egg,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0939,에어컨,e-eo-keon,air conditioner,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0940,초대,cho-dae,an invitation,noun,2,general-core,general-core,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0941,실례,sil-rye,"rudeness, impolite",noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0942,안녕,an-nyeong,hello/goodbye,interjection,2,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv0943,지난주,ji-nan-ju,last week,noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0944,고등학생,go-deung-hak-saeng,high school student,noun,2,people-occupations,people-occupations|school-study|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0945,닭고기,dalk-go-gi,chicken meat for eating,noun,2,food-drink,food-drink,,topik-core,topik-core,topik-extra,topik
kv0946,숟가락,sut-ga-rak,a spoon,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0947,요일,yo-il,day of the week,noun,2,time-calendar,time-calendar,,test-level-2-mock|topik-core,test-level-2-mock,topik-test,topik
kv0948,질문하다,jil-mun-ha-da,to ask a person a question,verb,2,people-occupations,people-occupations|communication-media,,topik-core,topik-core,topik-extra,topik
kv0949,치약,chi-yak,toothpaste,noun,2,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0950,노트,no-teu,a note,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0951,초콜릿,cho-kol-ris,chocolate,noun,2,time-calendar,time-calendar|food-drink,,topik-core,topik-core,topik-extra,topik
kv0952,노란색,no-ran-saek,yellow,noun,2,descriptions-qualities,descriptions-qualities,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0953,이분,i-bun,divide into two,pronoun,2,questions-pronouns,questions-pronouns,,topik-core,topik-core,topik-extra,topik
kv0954,칫솔,chis-sol,a toothbrush,noun,2,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0955,공중전화,gong-jung-jeon-hoa,a public payphone,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0956,배부르다,bae-bu-reu-da,to be full,adjective,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0957,샤워,sya-ueo,shower,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0958,세탁기,se-tak-gi,washing machine,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0959,도착,do-chak,arrival,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0960,짜다,jja-da,to be salty,adjective,2,descriptions-qualities,descriptions-qualities,,test-level-2-mock|topik-core,test-level-2-mock,topik-test,topik
kv0961,초등학교,cho-deung-hak-gyo,elementary school,noun,2,school-study,school-study,,topik-core,topik-core,topik-extra,topik
kv0962,공휴일,gong-hyu-il,a legal holiday,noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0963,볼펜,bol-pen,ballpoint pen,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0964,빨간색,bbal-gan-saek,"deep-red, crimson",noun,2,general-core,general-core,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0965,핸드폰,haen-deu-pon,cell phone,noun,2,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0966,휴지통,hyu-ji-tong,a waste paper basket,noun,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0967,크리스마스,keu-ri-seu-ma-seu,christmas,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0968,갈비,gal-bi,ribs / grilled short ribs,noun,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0969,파란색,pa-ran-saek,blue,noun,2,general-core,general-core,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0970,냉면,naeng-myeon,cold noodles,noun,2,food-drink,food-drink|body-health,,topik-core,topik-core,topik-extra,topik
kv0971,선물하다,seon-mul-ha-da,to give a gift,verb,2,shopping-money,shopping-money,,topik-core,topik-core,topik-extra,topik
kv0972,아이스크림,a-i-seu-keu-rim,ice cream,noun,2,food-drink,food-drink,,test-topik-ii-level-3-practice-2|topik-core,test-topik-ii-level-3-practice-2,topik-test,topik
kv0973,다섯째,da-seos-jjae,fifth,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0974,실례하다,sil-rye-ha-da,to be rude / excuse oneself,verb,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0975,중국어,jung-guk-eo,Chinese language,noun,2,countries-languages,countries-languages|communication-media,,topik-core,topik-core,topik-extra,topik
kv0976,사탕,sa-tang,candy,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0977,육십,yuk-sip,sixty,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0978,팔십,pal-sip,80,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0979,저곳,jeo-gos,that place over there,pronoun,2,clothing-appearance,clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0980,경복궁,gyeong-bok-gung,Gyeongbokgung Palace,proper noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0981,구십,gu-sip,90,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0982,남대문,nam-dae-mun,Seoul's old south gate,proper noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0983,남대문시장,nam-dae-mun-si-jang,Shopping center in seoul,proper noun,2,places-buildings,places-buildings|shopping-money,,topik-core,topik-core,topik-extra,topik
kv0984,서울역,seo-ul-yeok,Seoul train station,proper noun,2,places-buildings,places-buildings|transport-directions|weather-seasons,,topik-core,topik-core,topik-extra,topik
kv0985,설악산,seol-ak-san,Famous mountain,proper noun,2,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv0986,인천,in-cheon,Incheon city,proper noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0987,프랑스,peu-rang-seu,France,proper noun,2,countries-languages,countries-languages,,topik-core,topik-core,topik-extra,topik
kv0988,한강,han-gang,"the han river, runs through Seoul",proper noun,2,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv0989,가지,ga-ji,eggplant,dependent noun,3,animals-nature,animals-nature,bab18,bab18|topik-core,bab18,bab,workbook+topik
kv0990,줄,jul,"way, method",dependent noun,3,general-core,general-core,bab13|bab16,bab13|bab16|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,bab13,bab,workbook+topik
kv0991,하루,ha-ru,one day / a day,noun,3,time-calendar,time-calendar,bab18,bab18|test-level-2-mock|test-level-2-practice|test-intermediate-reading-3|topik-core,bab18,bab,workbook+topik
kv0992,걸리다,geol-ri-da,to take time / be caught,verb,3,time-calendar,time-calendar,bab16|bab19|bab20,bab16|bab19|bab20|test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,bab16,bab,workbook+topik
kv0993,지,ji,"since, from",dependent noun,3,general-core,general-core,bab10|bab18,bab10|bab18|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab10,bab,workbook+topik
kv0994,사고,sa-go,an accident,noun,3,general-core,general-core,bab15|bab19,bab15|bab19|topik-core,bab15,bab,workbook+topik
kv0995,가격,ga-gyeok,price,noun,3,food-drink,food-drink|shopping-money,bab15,topik1-vocab|topik2-level4-vocab|bab15|test-intermediate-1|test-intermediate-advanced-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0996,새벽,sae-byeok,dawn / early morning,noun,3,time-calendar,time-calendar|body-health,bab18,bab18|topik-core,bab18,bab,workbook+topik
kv0997,무섭다,mu-seop-da,to be scary / afraid,adjective,3,transport-directions,transport-directions|feelings-emotions|descriptions-qualities,bab19,bab19|topik-core,bab19,bab,workbook+topik
kv0998,놀이,nol-i,"play, game",noun,3,hobbies-sports,hobbies-sports,bab13,bab13|topik-core,bab13,bab,workbook+topik
kv0999,직원,jik-ueon,employee / staff member,noun,3,people-occupations,people-occupations,bab19,topik2-level3-vocab|bab19|topik-core,topik2-level3-vocab,topik-vocab,workbook+topik
kv1000,집안,jip-an,inside the house,noun,3,places-buildings,places-buildings|transport-directions|home-household,bab07,bab07|topik-core,bab07,bab,workbook+topik
kv1001,드라마,deu-ra-ma,a soap opera in Konglish,noun,3,general-core,general-core,bab10,bab10|test-level-2-practice|test-reading-skills-set|topik-core,bab10,bab,workbook+topik
