id,korean,romanization,english,partOfSpeech,topikLevel,category,labels,lessons,sources,primarySource,sourceGroup,sourceType
kv0672,샤워하다,sya-ueo-ha-da,to shower,verb,2,verbs-actions,verbs-actions,bab19,bab19,bab19,bab,workbook
kv0673,서울,seo-ul,Seoul,proper noun,2,general-core,general-core,bab13|bab16|bab17,bab13|bab16|bab17|topik-core,bab13,bab,workbook+topik
kv0674,쇼핑하다,syo-ping-ha-da,to shop,verb,2,places-buildings,places-buildings|daily-life-actions,bab06|bab08,bab06|bab08|test-level-2-practice,bab06,bab,workbook+topik
kv0675,수업하다,su-eop-ha-da,to teach / hold a class,verb,2,school-study,school-study|food-drink,bab19,bab19,bab19,bab,workbook
kv0676,수영하다,su-yeong-ha-da,to swim,verb,2,hobbies-sports,hobbies-sports,bab06|bab08|bab18,bab06|bab08|bab18,bab06,bab,workbook
kv0677,심심하다,sim-sim-ha-da,to be bored,adjective,2,feelings-emotions,feelings-emotions|descriptions-qualities,bab19,bab19|test-topik-ii-level-3-practice-2,bab19,bab,workbook+topik
kv0678,아침 식사,a-chim sik-sa,breakfast,noun,2,food-drink,food-drink|time-calendar,bab18,bab18,bab18,bab,workbook
kv0679,아흐레,a-heu-re,nine days,noun,2,time-calendar,time-calendar,bab18,bab18,bab18,bab,workbook
kv0680,안과,an-goa,eye clinic,noun,2,places-buildings,places-buildings|body-health,bab19,bab19,bab19,bab,workbook
kv0681,안녕하세요,an-nyeong-ha-se-yo,hello,expression,2,greetings-politeness,greetings-politeness,bab01,topik1-vocab|bab01|test-level-1-2-practice|test-reading-skills-set|test-reading-20,topik1-vocab,topik-vocab,workbook+topik
kv0682,안녕히 가세요,an-nyeong-hi ga-se-yo,goodbye (to someone leaving),expression,2,greetings-politeness,greetings-politeness,bab01,topik1-vocab|bab01,topik1-vocab,topik-vocab,workbook+topik
kv0683,안녕히 계세요,an-nyeong-hi gye-se-yo,goodbye (to someone staying),expression,2,greetings-politeness,greetings-politeness,bab01,topik1-vocab|bab01,topik1-vocab,topik-vocab,workbook+topik
kv0684,여객선 터미널,yeo-gaek-seon teo-mi-neol,passenger ferry terminal,noun,2,transport-directions,transport-directions|places-buildings,bab16,bab16|topik-core,bab16,bab,workbook+topik
kv0685,여드레,yeo-deu-re,eight days,noun,2,time-calendar,time-calendar,bab18,bab18,bab18,bab,workbook
kv0686,엿새,yeos-sae,six days,noun,2,time-calendar,time-calendar,bab18,bab18,bab18,bab,workbook
kv0687,영국,yeong-guk,United Kingdom,proper noun,2,countries-languages,countries-languages,bab01|bab02,bab01|bab02|topik-core,bab01,bab,workbook+topik
kv0688,영화관,yeong-hoa-goan,movie theater,noun,2,places-buildings,places-buildings|hobbies-sports,bab04|bab08,bab04|bab08,bab04,bab,workbook
kv0689,오전반,o-jeon-ban,morning class,noun,2,school-study,school-study|time-calendar,bab19,bab19|topik-core,bab19,bab,workbook+topik
kv0690,오토바이,o-to-ba-i,motorcycle,noun,2,transport-directions,transport-directions,bab18,bab18,bab18,bab,workbook
kv0691,오후반,o-hu-ban,afternoon class,noun,2,school-study,school-study|time-calendar,bab19,bab19|topik-core,bab19,bab,workbook+topik
kv0692,옷장,os-jang,wardrobe / closet,noun,2,home-household,home-household,bab07,bab07,bab07,bab,workbook
kv0693,외식,oi-sik,eating out,noun,2,general-core,general-core,bab18,bab18,bab18,bab,workbook
kv0694,요리사,yo-ri-sa,cook / chef,noun,2,people-occupations,people-occupations,bab01|bab11,bab01|bab11,bab01,bab,workbook
kv0695,우회전,u-hoi-jeon,right turn,noun,2,transport-directions,transport-directions,bab17,bab17,bab17,bab,workbook
kv0696,이건,i-geon,this (contracted topic form),pronoun,2,questions-pronouns,questions-pronouns,bab02,bab02,bab02,bab,workbook
kv0697,이레,i-re,seven days,noun,2,time-calendar,time-calendar,bab18,bab18,bab18,bab,workbook
kv0698,이를 닦다,i-reul dakk-da,to brush one’s teeth,phrase,2,daily-life-actions,daily-life-actions,bab09,bab09,bab09,bab,workbook
kv0699,이메일,i-me-il,email,noun,2,communication-media,communication-media,bab13,bab13,bab13,bab,workbook
kv0700,이번 달,i-beon dal,this month,noun,2,time-calendar,time-calendar,bab13|bab20,bab13|bab20,bab13,bab,workbook
kv0701,인도네시아,in-do-ne-si-a,Indonesia,proper noun,2,countries-languages,countries-languages,bab16,bab16|test-level-1-2-practice,bab16,bab,workbook+topik
kv0702,일본,il-bon,Japan,proper noun,2,countries-languages,countries-languages,bab01|bab02|bab06|bab12|bab13|bab17,bab01|bab02|bab06|bab12|bab13|bab17|test-reading-20|topik-core,bab01,bab,workbook+topik
kv0703,자켓,ja-kes,jacket,noun,2,clothing-appearance,clothing-appearance,bab04,bab04,bab04,bab,workbook
kv0704,저건,jeo-geon,that over there (contracted topic form),pronoun,2,questions-pronouns,questions-pronouns,bab02,bab02,bab02,bab,workbook
kv0705,전자사전,jeon-ja-sa-jeon,electronic dictionary,noun,2,school-study,school-study,bab02|bab08,bab02|bab08,bab02,bab,workbook
kv0706,제주도,je-ju-do,Jeju Island,proper noun,2,general-core,general-core,bab14,bab14|topik-core,bab14,bab,workbook+topik
kv0707,좌회전,joa-hoi-jeon,left turn,noun,2,transport-directions,transport-directions,bab17|bab18,bab17|bab18|topik-core,bab17,bab,workbook+topik
kv0708,죄송합니다,joi-song-hap-ni-da,I am sorry,expression,2,greetings-politeness,greetings-politeness,bab01|bab17,topik1-vocab|bab01|bab17|test-reading-skills-set,topik1-vocab,topik-vocab,workbook+topik
kv0709,주말반,ju-mal-ban,weekend class,noun,2,school-study,school-study|time-calendar,bab19,bab19|topik-core,bab19,bab,workbook+topik
kv0710,중국,jung-guk,China,proper noun,2,countries-languages,countries-languages,bab01|bab02|bab03|bab10|bab17,bab01|bab02|bab03|bab10|bab17|test-reading-20|topik-core,bab01,bab,workbook+topik
kv0711,중급반,jung-geup-ban,intermediate class,noun,2,school-study,school-study,bab19,bab19|topik-core,bab19,bab,workbook+topik
kv0712,직진,jik-jin,going straight,noun,2,transport-directions,transport-directions,bab17,bab17|topik-core,bab17,bab,workbook+topik
kv0713,진지,jin-ji,meal (honorific),noun,2,food-drink,food-drink,bab11,bab11,bab11,bab,workbook
kv0714,쯤,jjeum,about / approximately,particle,2,adverbs-connectors,adverbs-connectors,bab19,bab19,bab19,bab,workbook
kv0715,체육관,che-yuk-goan,gymnasium,noun,2,places-buildings,places-buildings,bab19,bab19,bab19,bab,workbook
kv0716,초급반,cho-geup-ban,beginner class,noun,2,school-study,school-study,bab19,bab19,bab19,bab,workbook
kv0717,캐나다,kae-na-da,Canada,proper noun,2,countries-languages,countries-languages,bab01|bab16,bab01|bab16|topik-core,bab01,bab,workbook+topik
kv0718,커피숍,keo-pi-syop,coffee shop,noun,2,places-buildings,places-buildings|food-drink,bab03|bab08|bab20,bab03|bab08|bab20,bab03,bab,workbook
kv0719,컴퓨터실,keom-pyu-teo-sil,computer lab,noun,2,general-core,general-core,bab10,bab10,bab10,bab,workbook
kv0720,케이크,ke-i-keu,cake,noun,2,food-drink,food-drink,bab12|bab20,bab12|bab20,bab12,bab,workbook
kv0721,케이팝,ke-i-pap,K-pop,noun,2,general-core,general-core,bab10,bab10,bab10,bab,workbook
kv0722,켤레,kyeol-re,counter for pairs,counter,2,numbers-counters,numbers-counters,bab15,bab15,bab15,bab,workbook
kv0723,타고 가다,ta-go ga-da,to go by riding / take transportation,phrase,2,transport-directions,transport-directions|hobbies-sports|travel-movement,bab17,bab17,bab17,bab,workbook
kv0724,탁구,tak-gu,table tennis,noun,2,hobbies-sports,hobbies-sports,bab06|bab12,bab06|bab12,bab06,bab,workbook
kv0725,파인애플,pa-in-ae-peul,pineapple,noun,2,food-drink,food-drink,bab02,bab02,bab02,bab,workbook
kv0726,판,pan,counter for rounds / flat items,counter,2,numbers-counters,numbers-counters,bab15|bab16,bab15|bab16|test-intermediate-reading-3,bab15,bab,workbook+topik
kv0727,편의점,pyeon-eui-jeom,convenience store,noun,2,places-buildings,places-buildings,bab07|bab14,bab07|bab14|test-intermediate-1,bab07,bab,workbook+topik
kv0728,프랑스어,peu-rang-seu-eo,French language,noun,2,countries-languages,countries-languages|communication-media,bab12|bab19,bab12|bab19,bab12,bab,workbook
kv0729,한 권,han gueon,one volume / book,counter phrase,2,numbers-counters,numbers-counters,bab15,bab15,bab15,bab,workbook
kv0730,한 그루,han geu-ru,one tree / plant,counter phrase,2,numbers-counters,numbers-counters|animals-nature,bab15,bab15,bab15,bab,workbook
kv0731,한 마리,han ma-ri,one animal,counter phrase,2,numbers-counters,numbers-counters|animals-nature,bab15,bab15,bab15,bab,workbook
kv0732,한 벌,han beol,one set of clothes,counter phrase,2,numbers-counters,numbers-counters|clothing-appearance,bab15,bab15,bab15,bab,workbook
kv0733,한 병,han byeong,one bottle,counter phrase,2,numbers-counters,numbers-counters,bab15,bab15,bab15,bab,workbook
kv0734,한 잔,han jan,one cup / glass,counter phrase,2,numbers-counters,numbers-counters|food-drink,bab15|bab16,bab15|bab16,bab15,bab,workbook
kv0735,한 장,han jang,one sheet / ticket,counter phrase,2,numbers-counters,numbers-counters,bab15,bab15,bab15,bab,workbook
kv0736,한 켤레,han kyeol-re,one pair (shoes/socks),counter phrase,2,numbers-counters,numbers-counters|clothing-appearance,bab15,bab15,bab15,bab,workbook
kv0737,한 판,han pan,one whole round / pizza,counter phrase,2,numbers-counters,numbers-counters,bab15|bab16,bab15|bab16,bab15,bab,workbook
kv0738,한국,han-guk,South Korea / Korea,proper noun,2,countries-languages,countries-languages,bab01|bab02|bab04|bab05|bab06|bab10|bab12|bab13|bab14|bab16|bab17,bab01|bab02|bab04|bab05|bab06|bab10|bab12|bab13|bab14|bab16|bab17|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab01,bab,workbook+topik
kv0739,한국 영화,han-guk yeong-hoa,Korean movie,noun phrase,2,hobbies-sports,hobbies-sports,bab10,bab10,bab10,bab,workbook
kv0740,한국 요리,han-guk yo-ri,Korean food / cuisine,noun phrase,2,food-drink,food-drink,bab14,bab14,bab14,bab,workbook
kv0741,한라산,han-ra-san,Hallasan Mountain,proper noun,2,animals-nature,animals-nature,bab14,bab14,bab14,bab,workbook
kv0742,호주,ho-ju,Australia,proper noun,2,countries-languages,countries-languages,bab01|bab02|bab13|bab16|bab17,bab01|bab02|bab13|bab16|bab17|topik-core,bab01,bab,workbook+topik
kv0743,회사원,hoi-sa-ueon,office worker,noun,2,people-occupations,people-occupations,bab01|bab11,topik1-vocab|bab01|bab11|test-reading-skills-set|test-reading-20,topik1-vocab,topik-vocab,workbook+topik
kv0744,휴게실,hyu-ge-sil,lounge / break room,noun,2,places-buildings,places-buildings|home-household,bab10,bab10,bab10,bab,workbook
kv0745,즐겁다,jeul-geop-da,"to be pleasant, agreeable",adjective,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0746,사월,sa-ueol,april,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0747,싸우다,ssa-u-da,to fight,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0748,나중,na-jung,"the last, the latter part",noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0749,며칠,myeo-chil,for how many days,noun,2,time-calendar,time-calendar|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0750,작년,jak-nyeon,last year,noun,2,time-calendar,time-calendar|body-health,,topik-core,topik-core,topik-extra,topik
kv0751,내려가다,nae-ryeo-ga-da,to go down,verb,2,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv0752,고기,go-gi,meat / fish flesh,noun,2,food-drink,food-drink,,topik1-vocab|test-level-2-mock|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,topik
kv0753,가져오다,ga-jyeo-o-da,to bring or get,verb,2,verbs-actions,verbs-actions,,test-topik-ii-level-3-practice-2|topik-core,test-topik-ii-level-3-practice-2,topik-test,topik
kv0754,남녀,nam-nyeo,man and woman,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0755,준비,jun-bi,preparation,noun,2,general-core,general-core,bab20,topik2-level3-vocab|bab20|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,topik2-level3-vocab,topik-vocab,workbook+topik
kv0756,허리,heo-ri,"the waist, the small of the back",noun,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0757,대답하다,dae-dap-ha-da,to answer,verb,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0758,벗다,beos-da,to take off (clothes),verb,2,clothing-appearance,clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0759,준비하다,jun-bi-ha-da,to prepare,verb,2,daily-life-actions,daily-life-actions,bab20,bab20|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,bab20,bab,workbook+topik
kv0760,돕다,dop-da,"to aid, assist, help",verb,2,verbs-actions,verbs-actions,,test-level-1-2-practice|test-level-2-mock|topik-core,test-level-1-2-practice,topik-test,topik
kv0761,사장,sa-jang,company boss,noun,2,general-core,general-core,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0762,키,ki,"stature, height",noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0763,걱정,geok-jeong,worry,noun,2,general-core,general-core,,topik2-level4-vocab|topik-core,topik2-level4-vocab,topik-vocab,topik
kv0764,결혼하다,gyeol-hon-ha-da,to get married,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0765,근처,geun-cheo,nearby area,noun,2,transport-directions,transport-directions|body-health|descriptions-qualities,,test-intermediate-1|topik-core,test-intermediate-1,topik-test,topik
kv0766,낮,naj,daytime,noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0767,인사,in-sa,greetings  human resources,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0768,소금,so-geum,salt,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0769,거리,geo-ri,street / distance,noun,2,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv0770,한글,han-geul,korean writing system,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0771,손가락,son-ga-rak,a finger,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0772,급,geup,class or grade or rank,noun,2,school-study,school-study,,topik-core,topik-core,topik-extra,topik
kv0773,동물,dong-mul,animal,noun,2,animals-nature,animals-nature,,test-reading-skills-set|topik-core,test-reading-skills-set,topik-test,topik
kv0774,건강하다,geon-gang-ha-da,to be healthy,adjective,2,body-health,body-health|descriptions-qualities,,test-intermediate-1|test-level-1-2-practice|test-reading-20|topik-core,test-intermediate-1,topik-test,topik
kv0775,왜냐하면,oae-nya-ha-myeon,because,adverb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0776,도착하다,do-chak-ha-da,to arrive,verb,2,travel-movement,travel-movement,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0777,코,ko,nose,noun,2,body-health,body-health,,test-level-1-2-practice|topik-core,test-level-1-2-practice,topik-test,topik
kv0778,고등학교,go-deung-hak-gyo,a senior high school,noun,2,school-study,school-study|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0779,별,byeol,a star,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0780,똑같다,ddok-gat-da,to be the same,adjective,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0781,말씀하다,mal-sseum-ha-da,to speak (honorific),verb,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0782,보통,bo-tong,the normal,noun,2,general-core,general-core,,topik1-vocab|test-intermediate-1|topik-core,topik1-vocab,topik-vocab,topik
kv0783,소개하다,so-gae-ha-da,to introduce,verb,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0784,칠월,chil-ueol,month of July,noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0785,컵,keop,cup,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0786,재미,jae-mi,"amusement, enjoyment",noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0787,떡,ddeok,rice cake,noun,2,food-drink,food-drink,bab20,topik1-vocab|bab20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0788,끝내다,ggeut-nae-da,"to end, to put an end to, to finish",verb,2,time-calendar,time-calendar|daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv0789,시작,si-jak,the beginning,noun,2,general-core,general-core,,test-intermediate-1|test-reading-skills-set|test-intermediate-advanced-2|topik-core,test-intermediate-1,topik-test,topik
kv0790,일주일,il-ju-il,one whole day,noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0791,물어보다,mul-eo-bo-da,to ask,verb,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0792,미안하다,mi-an-ha-da,to be sorry,adjective,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0793,스트레스,seu-teu-re-seu,stress,noun,2,general-core,general-core,,topik2-level4-vocab|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,topik2-level4-vocab,topik-vocab,topik
kv0794,박물관,bak-mul-goan,museum,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0795,팔월,pal-ueol,august,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0796,호,ho,"a pen name, a title; a number, an issue",dependent noun,2,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0797,그릇,geu-reus,a vessel or receptacle,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0798,라디오,ra-di-o,radio,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0799,남쪽,nam-jjok,south side,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0800,색깔,saek-ggal,color,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0801,유명하다,yu-myeong-ha-da,to be famous,adjective,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0802,외국인,oi-guk-in,"a foreigner, a foreign national",noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0803,부인,bu-in,my wife,noun,2,family-relationships,family-relationships,,topik-core,topik-core,topik-extra,topik
kv0804,뛰다,ddui-da,"to dance, hop, jump, ran",verb,2,hobbies-sports,hobbies-sports,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0805,우산,u-san,umbrella,noun,2,clothing-appearance,clothing-appearance,,test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-1,topik-test,topik
kv0806,지난달,ji-nan-dal,last month,noun,2,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0807,둘째,dul-jjae,second,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0808,잎,ip,a leaf,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0809,천천히,cheon-cheon-hi,slowly,adverb,2,adverbs-connectors,adverbs-connectors|descriptions-qualities,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0810,스포츠,seu-po-cheu,sports,noun,2,hobbies-sports,hobbies-sports,,topik-core,topik-core,topik-extra,topik
kv0811,저기,jeo-gi,over there,pronoun,2,questions-pronouns,questions-pronouns,,test-intermediate-1|topik-core,test-intermediate-1,topik-test,topik
kv0812,교회,gyo-hoi,preach or moral instruction,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0813,화,hoa,anger,noun,2,general-core,general-core,,test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0814,첫째,cheos-jjae,the first,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0815,위험,ui-heom,danger,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0816,지하,ji-ha,underground,noun,2,general-core,general-core,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0817,사무실,sa-mu-sil,office,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0818,강,gang,river,noun,2,animals-nature,animals-nature,,test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-reading-20|topik-core,test-intermediate-1,topik-test,topik
kv0819,잡지,jap-ji,a magazine,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0820,댁,daek,you and your family,noun,2,family-relationships,family-relationships,,topik-core,topik-core,topik-extra,topik
kv0821,반갑다,ban-gap-da,to be be happy,adjective,2,feelings-emotions,feelings-emotions|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0822,다녀오다,da-nyeo-o-da,to drop in for a short visit,verb,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0823,비디오,bi-di-o,video,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0824,이쪽,i-jjok,"this side, our way",pronoun,2,questions-pronouns,questions-pronouns,,topik-core,topik-core,topik-extra,topik
kv0825,연습,yeon-seup,"practice, exercise",noun,2,hobbies-sports,hobbies-sports,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0826,대학생,dae-hak-saeng,university student,noun,2,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv0827,걸어가다,geol-eo-ga-da,to go on foot or walk,verb,2,body-health,body-health|travel-movement,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0828,안녕하다,an-nyeong-ha-da,to be to say hello,adjective,2,communication-media,communication-media|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0829,중학교,jung-hak-gyo,middle school,noun,2,school-study,school-study,,topik-core,topik-core,topik-extra,topik
kv0830,흰색,heuin-saek,white,noun,2,general-core,general-core,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0831,저쪽,jeo-jjok,"over there, in that direction",pronoun,2,transport-directions,transport-directions|clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0832,표,pyo,"a marker, indication",noun,2,animals-nature,animals-nature,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0833,거울,geo-ul,1) mirror 2) a pattern or model or exemplar,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0834,졸업하다,jol-eop-ha-da,to graduate,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0835,부엌,bu-eok,kitchen,noun,2,home-household,home-household,,topik-core,topik-core,topik-extra,topik
kv0836,북쪽,buk-jjok,the north direction,noun,2,transport-directions,transport-directions,,topik-core,topik-core,topik-extra,topik
kv0837,쇠고기,soi-go-gi,beef,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0838,카드,ka-deu,card,noun,2,transport-directions,transport-directions,,topik1-vocab|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,topik
kv0839,단어,dan-eo,word,noun,2,communication-media,communication-media,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0840,신발,sin-bal,"shoes, footwear",noun,2,clothing-appearance,clothing-appearance|body-health,,test-level-2-practice|test-intermediate-reading-1|topik-core,test-level-2-practice,topik-test,topik
kv0841,날다,nal-da,to fly,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0842,설탕,seol-tang,sugar,noun,2,general-core,general-core,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0843,칼,kal,a knife,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0844,카메라,ka-me-ra,camera,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0845,경찰관,gyeong-chal-goan,a policeman,noun,2,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv0846,극장,geuk-jang,theater or playhouse,noun,2,places-buildings,places-buildings|home-household,,topik-core,topik-core,topik-extra,topik
kv0847,오랜만,o-raen-man,after a long time,noun,2,time-calendar,time-calendar|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0848,아줌마,a-jum-ma,old or married lady,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0849,켜다,kyeo-da,"to light, turn on, kindle",verb,2,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0850,군인,gun-in,sb in the military,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0851,깎다,ggakk-da,to cut or trim,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0852,걱정하다,geok-jeong-ha-da,to worry or be anxious,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0853,구름,gu-reum,cloud,noun,2,weather-seasons,weather-seasons,,topik-core,topik-core,topik-extra,topik
kv0854,끄다,ggeu-da,to put out or extinguish,verb,2,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv0855,계절,gye-jeol,a season of the year,noun,2,time-calendar,time-calendar|body-health|animals-nature,,topik2-level3-vocab|topik-core,topik2-level3-vocab,topik-vocab,topik
kv0856,동쪽,dong-jjok,"east, eastward",noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0857,잃어버리다,ilh-eo-beo-ri-da,to lose,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0858,조용하다,jo-yong-ha-da,to be quiet,adjective,2,descriptions-qualities,descriptions-qualities,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0859,한복,han-bok,korean traditional clothing,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0860,라면,ra-myeon,ramyeon / instant noodles,noun,2,food-drink,food-drink,,topik1-vocab|test-reading-skills-set|test-reading-20|topik-core,topik1-vocab,topik-vocab,topik
kv0861,테이블,te-i-beul,table,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0862,한자,han-ja,"korean character, derived from chinese",noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0863,안경,an-gyeong,glasses,noun,2,general-core,general-core,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0864,약속하다,yak-sok-ha-da,to promise / make an appointment,verb,2,events-celebrations,events-celebrations,,topik-core,topik-core,topik-extra,topik
kv0865,취미,chui-mi,a hobby,noun,2,general-core,general-core,,topik2-level3-vocab|test-intermediate-reading-3|topik-core,topik2-level3-vocab,topik-vocab,topik
kv0866,구경,gu-gyeong,an enjoyable sight or spectacle,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0867,그분,geu-bun,that person,pronoun,2,people-occupations,people-occupations|clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0868,신다,sin-da,to wear (shoes),verb,2,clothing-appearance,clothing-appearance|body-health,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0869,지우다,ji-u-da,to erase,verb,2,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0870,셋째,ses-jjae,the third,numeral,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0871,졸업,jol-eop,graduation,noun,2,general-core,general-core,,topik2-level3-vocab|topik-core,topik2-level3-vocab,topik-vocab,topik
kv0872,닭,dalk,chicken,noun,2,general-core,general-core,,topik-core,topik-core,topik-extra,topik
